id,title,company_name,location,via,extensions,posted_at,schedule_type,work_from_home,data_time,salary_pay,salary_rate,salary_avg,salary_min,salary_max,salary_hourly,salary_yearly,salary_standardized,description_tokens, ,',+,",",-,.,/,2,[,],_,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
6277,Senior Business Intelligence Analyst,AcreTrader,"Fayetteville, AR",via LinkedIn,"['10 hours ago', 'Full-time']",10 hours ago,Full-time,,00:10.3,,,,,,,,,"['jira', 'go', 'tableau', 'excel', 'r', 'python']",1,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0
6278,Data Analyst,"Pavone Marketing Group, Inc.",United States,via LinkedIn,"['10 hours ago', 'Full-time']",10 hours ago,Full-time,,00:17.9,,,,,,,,,"['terminal', 'r', 'tableau', 'python', 'power_bi']",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6279,Data Analyst III,Sam's Club,"Bentonville, AR",via LinkedIn,"['10 hours ago', 'Full-time', 'Health insurance']",10 hours ago,Full-time,,00:18.6,,,,,,,,,"['go', 'tableau', 'spark', 'numpy', 'sas', 'power_bi', 'nosql', 'sql', 'matplotlib', 'power_bi', 'excel', 'pandas', 'r', 'python', 'scala']",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6280,"Measurement Analyst, gCare, Go-To-Market",Google,United States,via LinkedIn,"['10 hours ago', 'Full-time', 'Health insurance']",10 hours ago,Full-time,,00:17.9,,,,,,,,,['sql'],1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
6281,Program Analyst - Data Scientist,U.S. Department of Veterans Affairs,United States,via LinkedIn,"['10 hours ago', 'Full-time', 'Health insurance', 'Paid time off']",10 hours ago,Full-time,,00:28.7,,,,,,,,,"['sql', 'power_bi']",1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0
6282,IT FUNCTIONAL ANALYST II Data Analyst,State of Maryland,United States,via LinkedIn,"['10 hours ago', 'Full-time', 'Health insurance', 'Dental insurance']",10 hours ago,Full-time,,00:08.5,,,,,,,,,"['qlik', 'spreadsheet', 'word', 'sql', 'excel']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6283,Principal Data Analyst (Healthcare),Sud Recruiting,United States,via LinkedIn,"['10 hours ago', 'Full-time', 'No degree mentioned']",10 hours ago,Full-time,,00:10.4,,,,,,,,,['sql'],1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0
6284,Data Analyst BSA,TechDigital,"Sunnyvale, CA",via LinkedIn,"['10 hours ago', 'Full-time', 'No degree mentioned']",10 hours ago,Full-time,,00:20.5,,,,,,,,,['sql'],1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0
6285,Data Analyst,"DIVERSANT, LLC",Anywhere,via LinkedIn,"['10 hours ago', '50 an hour', 'Work from home', 'Full-time', 'No degree mentioned']",10 hours ago,Full-time,True,00:13.0,50,an hour,50,,,50,,104000,"['sql', 'excel']",1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0
6286,Data Analyst,CRG,United States,via LinkedIn,"['10 hours ago', '60 an hour', 'Contractor', 'Health insurance', 'Dental insurance']",10 hours ago,Contractor,,00:17.9,60,an hour,60,,,60,,124800,"['power_bi', 'sql', 'sap']",1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,0
6287,Sr Data Analyst ($80/hr) - Remote Work,"TWO95 International, Inc",United States,via LinkedIn,"['10 hours ago', 'Contractor']",10 hours ago,Contractor,,00:16.2,,,,,,,,,[],1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0
6288,Data Analyst,Modis,"Alameda, CA",via LinkedIn,"['10 hours ago', 'Contractor']",10 hours ago,Contractor,,00:13.8,,,,,,,,,"['excel', 'power_bi']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
6289,Data Analyst,ProKatchers LLC,"Alameda, CA",via LinkedIn,"['10 hours ago', 'Contractor']",10 hours ago,Contractor,,00:15.4,,,,,,,,,"['visio', 'excel', 'power_bi']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
6290,Data Science Training & Internship,OESON,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home']",10 hours ago,,True,00:17.4,,,,,,,,,"['hadoop', 'tableau', 'python']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0
6291,Data Science Training & Internship,OESON,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home']",10 hours ago,,True,00:17.9,,,,,,,,,"['hadoop', 'tableau', 'python']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6292,SAP Master Data Analyst,Taldel,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time']",10 hours ago,Full-time,True,00:17.0,,,,,,,,,"['excel', 'word', 'visio', 'sap', 'tableau', 'powerpoint', 'power_bi']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0
6293,Internal Audit Data Analyst,Avis Budget Group,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time']",10 hours ago,Full-time,True,00:26.9,,,,,,,,,"['tableau', 'sas', 'sql', 'mysql', 'power_bi', 'excel', 'r', 'python']",1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
6294,Senior Data Analyst,Planet Technology,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time']",10 hours ago,Full-time,True,00:11.3,,,,,,,,,"['looker', 'postgresql', 'excel', 'bigquery', 'mssql', 'sql', 'snowflake', 'tableau', 'redshift', 'power_bi']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0
6295,Sr. Scientific Data Analyst,Caris Life Sciences,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time']",10 hours ago,Full-time,True,00:14.1,,,,,,,,,"['outlook', 'linux', 'excel', 'word', 'unix', 'python', 'powerpoint']",1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0
6296,"Sr Principal Analyst, Data & Analytics, AI/ML (REMOTE USA)",Gartner,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time']",10 hours ago,Full-time,True,00:10.7,,,,,,,,,[],1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
6297,Sr. Business Analyst - Data Solutions,Lineage Logistics,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time']",10 hours ago,Full-time,True,00:10.2,,,,,,,,,"['atlassian', 'power_bi', 'excel', 'jira', 'sql']",1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0
6298,Marketing Analytics Data Analyst,FIS,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time']",10 hours ago,Full-time,True,00:14.6,,,,,,,,,"['jira', 'tableau', 'azure', 'power_bi', 'sql', 'ssis', 'python']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6299,Data Analyst,Scorpion,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time']",10 hours ago,Full-time,True,00:20.5,,,,,,,,,"['excel', 'sql', 'plotly', 'tableau', 'python']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6300,Sr. Clinical Operations Data Analyst,"Cardiovascular Systems, Inc.",Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time']",10 hours ago,Full-time,True,00:15.1,,,,,,,,,"['tableau', 'visio', 'word', 'sql']",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6301,Data Scientist,Atrium,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time']",10 hours ago,Full-time,True,00:30.8,,,,,,,,,"['tensorflow', 'java', 'sql', 'r', 'python', 'azure', 'aws']",1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,0
6302,Business Data Analyst,TalentiQo Workforce,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time']",10 hours ago,Full-time,True,00:33.6,,,,,,,,,"['javascript', 'css', 'power_bi', 'html', 'mongodb', 'c++', 'java', 'c', 'sql', 'python']",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6303,"Sr Principal Research Analyst, Data & Analytics Technical...",Gartner,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time']",10 hours ago,Full-time,True,00:39.8,,,,,,,,,[],1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,1
6304,Data Analyst - Remote,Education Strategy Consulting,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time']",10 hours ago,Full-time,True,00:18.7,,,,,,,,,[],1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0
6305,Data Office Analyst,Anchor Point Technology Resources,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time']",10 hours ago,Full-time,True,00:26.7,,,,,,,,,['sql'],1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0
6306,Aws Data Analytics Engineer,Talent Group,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time']",10 hours ago,Full-time,True,00:24.0,,,,,,,,,"['spark', 'linux', 'sql']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0
6307,Jr. Business Data Analyst/ BSA BA/DA,Incedo Inc.,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time']",10 hours ago,Full-time,True,00:16.0,,,,,,,,,['sql'],1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0
6308,Senior Business Analyst,Momentum Consulting Corporation,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time']",10 hours ago,Full-time,True,00:17.6,,,,,,,,,"['power_bi', 'sql', 'azure']",1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
6309,Health Data Analytics Engineer,Nuna Inc.,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time', 'Health insurance']",10 hours ago,Full-time,True,00:16.6,,,,,,,,,"['spark', 'git', 'sql', 'python']",1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0
6310,DATA ANALYST,Lending Science DM,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Paid time off']",10 hours ago,Full-time,True,00:18.8,,,,,,,,,"['sas', 'sql', 'r', 'python']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
6311,Data Analyst,AlphaPoint,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",10 hours ago,Full-time,True,00:11.7,,,,,,,,,"['excel', 'sql', 'tableau']",1,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0
6312,Senior Data Analyst,Two Chairs,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",10 hours ago,Full-time,True,00:36.3,,,,,,,,,"['looker', 'sql']",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6313,Client Excellence Business Analyst,TrueAccord,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",10 hours ago,Full-time,True,00:13.2,,,,,,,,,"['looker', 'tableau', 'snowflake', 'sql', 'power_bi', 'r', 'python']",1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0
6314,Data Analyst,GPRS,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",10 hours ago,Full-time,True,00:09.7,,,,,,,,,"['sql', 'power_bi', 'excel']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6315,Centralized Reporting & Analytics Analyst II - 100% Remote,Radian,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",10 hours ago,Full-time,True,00:10.4,,,,,,,,,"['tableau', 'sas', 'power_bi', 'sql', 'alteryx', 'power_bi', 'excel', 'r', 'python']",1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0
6316,Data Analyst,Vana,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",10 hours ago,Full-time,True,00:14.4,,,,,,,,,"['excel', 'sql', 'tableau']",0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
6317,Business Data Analyst,Heitmeyer Consulting,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time', 'No degree mentioned']",10 hours ago,Full-time,True,00:20.5,,,,,,,,,['sql'],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6318,Business/Data Analyst REMOTE,"RealPage, Inc.",Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time', 'No degree mentioned']",10 hours ago,Full-time,True,00:24.9,,,,,,,,,"['looker', 'sql']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,0,0
6319,Senior Data Analyst,Insight Global,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time', 'No degree mentioned']",10 hours ago,Full-time,True,00:24.9,,,,,,,,,[],1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0
6320,Business Data Analyst,BrainWorks,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time', 'No degree mentioned']",10 hours ago,Full-time,True,00:15.4,,,,,,,,,"['sql', 'r', 'tableau', 'python']",0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
6321,SR.DATA ANALYST,First Soft Solutions LLC,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time', 'No degree mentioned']",10 hours ago,Full-time,True,00:47.0,,,,,,,,,['aws'],1,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0
6322,Sr. Principal Business Data Analyst,ABC Fitness Solutions,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time', 'No degree mentioned']",10 hours ago,Full-time,True,00:08.8,,,,,,,,,[],1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
6323,Data Governance Specialist,The Judge Group,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time', 'No degree mentioned']",10 hours ago,Full-time,True,00:17.9,,,,,,,,,"['javascript', 'sql', 'power_bi']",1,1,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
6324,"Senior Data Analyst, Product Innovation",Stack Overflow,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance']",10 hours ago,Full-time,True,00:42.8,,,,,,,,,"['go', 'github', 'sql', 'power_bi', 'excel']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6325,"Senior Data Analyst, Product Experience",Stack Overflow,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Paid time off']",10 hours ago,Full-time,True,00:15.8,,,,,,,,,['github'],0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
6326,Analytics Engineer III,Alma,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",10 hours ago,Full-time,True,00:18.9,,,,,,,,,"['looker', 'redshift', 'sql']",1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0
6327,Senior Data Analyst,RVO Health,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",10 hours ago,Full-time,True,00:10.8,,,,,,,,,"['looker', 'tableau', 'snowflake', 'power_bi', 'sql', 'r', 'python', 'aws']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0
6328,Data Engineer,GRIN,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",10 hours ago,Full-time,True,00:18.0,,,,,,,,,"['spark', 'snowflake', 'no-sql', 'bigquery', 'sql', 'airflow', 'python']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0
6329,Data Analyst Part Time,Arowana Fish For Sale In USA & Canada,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Part-time']",10 hours ago,Part-time,True,00:28.4,,,,,,,,,[],1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0
6330,Data Analyst,The Mom Project,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Part-time', 'Health insurance', 'Dental insurance']",10 hours ago,Part-time,True,00:20.7,,,,,,,,,['power_bi'],1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0
6331,Senior Data Scientist,Apex Systems,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Contractor']",10 hours ago,Contractor,True,00:16.7,,,,,,,,,"['sql', 'python', 'aws']",1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0
6332,Marketing Data Analyst / Social Media Analytics,US Tech Solutions,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Contractor']",10 hours ago,Contractor,True,00:33.6,,,,,,,,,"['excel', 'powerpoint']",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6333,Marketing Data Analyst / Social Media Analytics,US Tech Solutions,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Contractor']",10 hours ago,Contractor,True,00:09.8,,,,,,,,,"['excel', 'powerpoint']",1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0
6334,Marketing Data Analyst,US Tech Solutions,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Contractor']",10 hours ago,Contractor,True,00:10.8,,,,,,,,,"['excel', 'powerpoint']",1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0
6335,Data Analyst,Brooksource,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Contractor']",10 hours ago,Contractor,True,00:10.7,,,,,,,,,"['power_bi', 'excel']",1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1
6336,Data Specialist,Intellectt Inc,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Contractor']",10 hours ago,Contractor,True,00:20.7,,,,,,,,,"['java', 'sas', 'sql', 'r', 'tableau', 'python']",0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6337,Data Analyst III - Remote - W2 Contract - Lorven Technologies Inc.,Lorven Technologies Inc,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Contractor']",10 hours ago,Contractor,True,00:08.0,,,,,,,,,['sql'],0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
6338,Clinical Data Privacy Analyst-Remote,OnPoint Insights,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Contractor']",10 hours ago,Contractor,True,00:31.7,,,,,,,,,"['excel', 'visio', 'powerpoint']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0
6339,Data Analytics Researcher (Reinforcement Learning),Maxonic,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Contractor']",10 hours ago,Contractor,True,00:09.4,,,,,,,,,"['postgres', 'python']",1,1,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0
6340,Data Engineer,Precision Technologies,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Contractor']",10 hours ago,Contractor,True,00:36.1,,,,,,,,,"['power_bi', 'azure']",1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0
6341,Data Analyst,Act Digital Consulting,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Contractor']",10 hours ago,Contractor,True,00:09.4,,,,,,,,,['excel'],1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
6342,Junior Data Analyst,The Judge Group,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Contractor']",10 hours ago,Contractor,True,00:13.1,,,,,,,,,['word'],0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
6343,Senior Business/Data Analyst,kipi.bi,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Contractor']",10 hours ago,Contractor,True,00:13.2,,,,,,,,,"['power_bi', 'excel', 'sql', 'cognos', 'tableau']",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6344,Business Intelligence Analyst,Synergis,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Contractor', 'Health insurance', 'Dental insurance']",10 hours ago,Contractor,True,00:11.0,,,,,,,,,"['power_bi', 'excel', 'sql']",1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0
6345,Data Quality Analyst,W3R Consulting,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",10 hours ago,Contractor,True,00:15.9,,,,,,,,,"['sql', 'python']",1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
6346,Data Migration Specialist,3PRO,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",10 hours ago,Contractor,True,00:09.7,,,,,,,,,"['postgres', 'sql', 'sap']",1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0
6347,Data Analyst,"Georgia IT, Inc.",Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",10 hours ago,Contractor,True,00:25.6,,,,,,,,,['sql'],0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6348,Data Governance Analyst,IVY TECH SOLUTIONS INC,Anywhere,via LinkedIn,"['10 hours ago', 'Work from home', 'Contractor', 'No degree mentioned']",10 hours ago,Contractor,True,00:32.5,,,,,,,,,[],1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,0
