id,title,company_name,location,via,extensions,posted_at,schedule_type,work_from_home,data_time,salary_pay,salary_rate,salary_avg,salary_min,salary_max,salary_hourly,salary_yearly,salary_standardized,description_tokens
3981,Data Analyst II,EDWARD JONES,Missouri,via WJHL Jobs,"['22 hours ago', '76,798 to 130,764 a year', 'Full-time', 'Health insurance']",22 hours ago,Full-time,False,00:41.6,76798 to 130764,a year,103781,76798,130764,,103781,103781,"['sas', 'snowflake', 'sql', 'spss', 'power_bi', 'excel', 'r', 'python']"
3982,Data Analyst II,EDWARD JONES,Missouri,via Vacancies For Stevenage Fans,"['22 hours ago', '76,798 to 130,764 a year', 'Full-time', 'Health insurance']",22 hours ago,Full-time,False,00:41.6,76798 to 130764,a year,103781,76798,130764,,103781,103781,"['sas', 'snowflake', 'sql', 'spss', 'power_bi', 'excel', 'r', 'python']"
3983,Data Analyst II,EDWARD JONES,"Rolla, MO",via Stevenage FC,"['22 hours ago', '76,798 to 130,764 a year', 'Full-time', 'Health insurance']",22 hours ago,Full-time,False,00:41.6,76798 to 130764,a year,103781,76798,130764,,103781,103781,"['tableau', 'snowflake', 'azure', 'sql', 'power_bi', 'excel', 'r', 'python', 'aws']"
3994,"Senior Data Science - Inference, Payments",Airbnb,United States,via Ai-Jobs.net,"['23 hours ago', '152K to 202K a year', 'Full-time', 'Health insurance']",23 hours ago,Full-time,False,00:43.3,152K to 202K,a year,177000,152000,202000,,177000,177000,"['sql', 'r', 'python']"
3995,Data Analyst II,Edward Jones,"Missouri City, MO",via JobServe,"['23 hours ago', '76,798 to 130,764 a year', 'Full-time', 'Health insurance']",23 hours ago,Full-time,False,00:43.3,76798 to 130764,a year,103781,76798,130764,,103781,103781,"['sas', 'snowflake', 'sql', 'spss', 'power_bi', 'excel', 'r', 'python']"
3996,Data Analyst II,EDWARD JONES,"Prairie Home, MO",via Vacancies For Stevenage Fans,"['23 hours ago', '76,798 to 130,764 a year', 'Full-time', 'Health insurance']",23 hours ago,Full-time,False,00:47.2,76798 to 130764,a year,103781,76798,130764,,103781,103781,"['tableau', 'snowflake', 'azure', 'sql', 'power_bi', 'excel', 'r', 'python', 'aws']"
3997,Data Analyst II,Edward Jones,"Walnut Grove, MO",via ComputerJobs.com,"['23 hours ago', '76,798 to 130,764 a year', 'Full-time', 'Health insurance']",23 hours ago,Full-time,False,00:47.2,76798 to 130764,a year,103781,76798,130764,,103781,103781,"['sas', 'snowflake', 'sql', 'spss', 'power_bi', 'excel', 'r', 'python']"
3998,Lead-Data Analyst. Job in Missouri My Valley Jobs Today,EDWARD JONES,"Tebbetts, MO",via My Valley Jobs Today,"['23 hours ago', '106,916 to 182,047 a year', 'Full-time', 'Health insurance']",23 hours ago,Full-time,False,00:47.2,106916 to 182047,a year,144481.5,106916,182047,,144481.5,144481.5,[]
3999,Lead-Data Analyst,Edward Jones,"Holden, MO",via ComputerJobs.com,"['23 hours ago', '106,916 to 182,047 a year', 'Full-time', 'Health insurance']",23 hours ago,Full-time,False,00:47.2,106916 to 182047,a year,144481.5,106916,182047,,144481.5,144481.5,[]
4009,Operational Analytics Data Analyst,Robinhood,United States,via Ai-Jobs.net,"['24 hours ago', '46,759 to 85,000 a year', 'Full-time']",24 hours ago,Full-time,False,00:50.0,46759 to 85000,a year,65879.5,46759,85000,,65879.5,65879.5,"['looker', 'sql', 'python']"
4010,Data Analyst II,EDWARD JONES,Missouri,via Central Illinois Proud Jobs,"['24 hours ago', '76,798 to 130,764 a year', 'Full-time', 'Health insurance']",24 hours ago,Full-time,False,00:50.0,76798 to 130764,a year,103781,76798,130764,,103781,103781,"['sas', 'snowflake', 'sql', 'spss', 'power_bi', 'excel', 'r', 'python']"
4014,Data Science Manager,Nav Technologies,"San Mateo, CA",via Ladders,"['42 minutes ago', '80K to 100K a year', 'Full-time', 'Health insurance']",42 minutes ago,Full-time,False,00:50.0,80K to 100K,a year,90000,80000,100000,,90000,90000,"['pyspark', 'jira', 'git', 'java', 'r', 'python', 'aws']"
4015,Data Scientist - Pricing,Gametime,United States,via Ai-Jobs.net,"['43 minutes ago', '155K to 190K a year', 'Full-time']",43 minutes ago,Full-time,False,00:50.0,155K to 190K,a year,172500,155000,190000,,172500,172500,['python']
4018,"Staff Data Analyst, Consumer Product Analytics",Chime,"San Francisco, CA",via WJHL Jobs,"['56 minutes ago', '187K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",56 minutes ago,Full-time,False,00:52.8,187K,a year,187000,,,,187000,187000,"['sql', 'r', 'python']"
4300,Lead Data Analyst,Yoh,United States,via Adzuna,"['3 hours ago', '130K a year', 'Full-time', 'No degree mentioned']",3 hours ago,Full-time,False,00:30.3,130K,a year,130000,,,,130000,130000,"['snowflake', 'azure', 'power_bi']"
4375,"Research Data Analyst, Senior",Diaconia LLC,United States,via Adzuna,"['15 hours ago', '65K to 80K a year', 'Full-time']",15 hours ago,Full-time,False,00:26.5,65K to 80K,a year,72500,65000,80000,,72500,72500,"['matlab', 'spreadsheet', 'tableau', 'python', 'vba']"
4376,"Research Data Analyst, Senior",Diaconia LLC,United States,via Adzuna,"['15 hours ago', '65K to 80K a year', 'Full-time']",15 hours ago,Full-time,False,00:26.5,65K to 80K,a year,72500,65000,80000,,72500,72500,"['matlab', 'spreadsheet', 'tableau', 'python', 'vba']"
4428,Data Analyst,Think Small,Anywhere,via Indeed,"['2 hours ago', '60K to 70K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",2 hours ago,Full-time,True,00:45.4,60K to 70K,a year,65000,60000,70000,,65000,65000,"['sharepoint', 'powerpoint', 'power_bi', 'sql', 'excel']"
4431,Data Analyst (Remote),The Tech Spot,Anywhere,via Indeed,"['3 hours ago', '100K a year', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance']",3 hours ago,Full-time,True,00:47.8,100K,a year,100000,,,,100000,100000,"['excel', 'sql', 'tableau']"
4434,Junior Data Analyst,Kani Solutions,Anywhere,via Indeed,"['3 hours ago', '15 to 30 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",3 hours ago,Contractor,True,00:47.8,15 to 30,an hour,22.5,15,30,22.5,,46800,"['sql', 'spreadsheet', 'excel']"
4435,Data Analyst,AffixITPro,Anywhere,via Indeed,"['3 hours ago', '30 to 40 an hour', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance']",3 hours ago,Full-time,True,00:47.8,30 to 40,an hour,35,30,40,35,,72800,"['power_bi', 'word', 'sas', 'cognos', 'tableau']"
4436,Senior Data Analyst,Timely MD,Anywhere,via Indeed,"['3 hours ago', '90K to 100K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",3 hours ago,Full-time,True,00:47.8,90K to 100K,a year,95000,90000,100000,,95000,95000,"['bitbucket', 'looker', 'sql', 'mysql', 'python', 'aws']"
4452,Data Analyst Engineer,"Apollo Professional Solutions, Inc.",United States,via Indeed,"['4 hours ago', '37 to 46 an hour', 'Full-time', 'Health insurance', 'Dental insurance']",4 hours ago,Full-time,False,00:13.8,37 to 46,an hour,41.5,37,46,41.5,,86320,"['outlook', 'sharepoint', 'excel', 'powerpoint']"
4453,Senior Data Analyst,Harnham,Anywhere,via Indeed,"['4 hours ago', '110K to 140K a year', 'Work from home', 'Full-time']",4 hours ago,Full-time,True,00:13.8,110K to 140K,a year,125000,110000,140000,,125000,125000,"['go', 'sql', 'python']"
4454,Remote Sr. Data Analyst,EDI Staffing,Anywhere,via Indeed,"['4 hours ago', '135K to 140K a year', 'Work from home', 'Full-time', 'No degree mentioned']",4 hours ago,Full-time,True,00:13.8,135K to 140K,a year,137500,135000,140000,,137500,137500,"['spark', 'power_bi', 'jira', 'sql', 'microstrategy', 'ssis', 'tableau', 'azure']"
4464,Business Data Analyst,AgreeYa Solutions,Anywhere,via Indeed,"['5 hours ago', '35 to 39 an hour', 'Work from home', 'Contractor', 'Health insurance']",5 hours ago,Contractor,True,00:14.9,35 to 39,an hour,37,35,39,37,,76960,['sql']
4465,Medical Data Analyst,iTrending Solutions,Anywhere,via Indeed,"['5 hours ago', '45 to 55 an hour', 'Work from home', 'Full-time']",5 hours ago,Full-time,True,00:14.9,45 to 55,an hour,50,45,55,50,,104000,"['sas', 'sql']"
4466,Data Analyst I,United We Dream,Anywhere,via Indeed,"['5 hours ago', '62K to 72K a year', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",5 hours ago,Full-time,True,00:14.9,62K to 72K,a year,67000,62000,72000,,67000,67000,"['postgres', 'redshift', 'sql', 'python']"
4467,Data Analyst,Storm Search,Anywhere,via Indeed,"['5 hours ago', '60K to 99.5K a year', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",5 hours ago,Full-time,True,00:14.9,60K to 99.5K,a year,79750,60000,99500,,79750,79750,"['alteryx', 'mysql', 'power_bi', 'excel', 'sql', 'sap', 'tableau', 'python']"
4468,Data Analyst - MIQ,Storm Search,Anywhere,via Indeed,"['5 hours ago', '60K to 99.5K a year', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",5 hours ago,Full-time,True,00:14.9,60K to 99.5K,a year,79750,60000,99500,,79750,79750,"['alteryx', 'mysql', 'power_bi', 'sql', 'sap', 'tableau', 'python']"
4469,Data Analyst,Metropolitan Library System,"Oklahoma City, OK",via Indeed,"['5 hours ago', '63,502.40 to 80,995.20 a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",5 hours ago,Full-time,False,00:14.9,63502.40 to 80995.20,a year,72248.8,63502.4,80995.2,,72248.8,72248.8,['sql']
4479,Research/Data Analyst - Administration Division,State of Missouri,"Jefferson City, MO",via Indeed,"['6 hours ago', '51K to 64K a year', 'Full-time']",6 hours ago,Full-time,False,00:15.8,51K to 64K,a year,57500,51000,64000,,57500,57500,['tableau']
4480,Data Analyst,LendingUSA,Anywhere,via Indeed,"['6 hours ago', '60K to 90K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",6 hours ago,Full-time,True,00:16.7,60K to 90K,a year,75000,60000,90000,,75000,75000,"['tableau', 'redshift', 'sql', 'power_bi', 'aws']"
4481,Data Analyst,Planned Parenthood of Greater Ohio,Anywhere,via Indeed,"['6 hours ago', '65K to 75K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",6 hours ago,Full-time,True,00:16.7,65K to 75K,a year,70000,65000,75000,,70000,70000,"['outlook', 'word', 'excel']"
4482,Information Protection Data Analyst,InstantServe LLC.,Anywhere,via Indeed,"['6 hours ago', '81K to 90K a year', 'Work from home', 'Full-time', 'Paid time off']",6 hours ago,Full-time,True,00:16.7,81K to 90K,a year,85500,81000,90000,,85500,85500,"['power_bi', 'powershell', 'sql', 'python']"
4483,Business Data Analyst,Storm Search,Anywhere,via Indeed,"['6 hours ago', '60K to 99.5K a year', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",6 hours ago,Full-time,True,00:16.7,60K to 99.5K,a year,79750,60000,99500,,79750,79750,"['alteryx', 'mysql', 'power_bi', 'sql', 'sap', 'tableau', 'python']"
4489,Senior Data Analyst,counseling & recovery services of oklahoma,"Tulsa, OK",via Indeed,"['7 hours ago', '24 an hour', 'Part-time', 'Health insurance', 'Dental insurance', 'Paid time off']",7 hours ago,Part-time,False,00:16.7,24,an hour,24,,,24,,49920,"['excel', 'word']"
4490,Senior Data Analyst,WEBHELP,Anywhere,via Indeed,"['7 hours ago', '55K a year', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",7 hours ago,Full-time,True,00:18.2,55K,a year,55000,,,,55000,55000,"['sas', 'powerpoint', 'sql']"
4493,Data Analyst with SQL,MATRIX Resources,United States,via Indeed,"['7 hours ago', '100K a year', 'Full-time', 'No degree mentioned']",7 hours ago,Full-time,False,00:18.2,100K,a year,100000,,,,100000,100000,['sql']
4494,Senior Systems and Data Analyst,Oakland University,United States,via Indeed,"['7 hours ago', '76,794 a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",7 hours ago,Full-time,False,00:18.2,76794,a year,76794,,,,76794,76794,"['excel', 'sql', 'r']"
4498,Data Analyst,ASH HR Consulting,Anywhere,via Indeed,"['7 hours ago', '68K to 91K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",7 hours ago,Full-time,True,00:18.2,68K to 91K,a year,79500,68000,91000,,79500,79500,['sql']
4499,Marketing Data Analyst - Seattle / Portland,Digishopgirl Media,Anywhere,via Indeed,"['7 hours ago', '70K to 110K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",7 hours ago,Full-time,True,00:18.2,70K to 110K,a year,90000,70000,110000,,90000,90000,"['excel', 'sql', 'tableau']"
4500,Tableau Data Analyst,TimelessDesignWorks Limited.,Anywhere,via Indeed,"['7 hours ago', '82K to 115K a year', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",7 hours ago,Full-time,True,00:28.9,82K to 115K,a year,98500,82000,115000,,98500,98500,['sql']
4501,Data Analyst,American Equity,Anywhere,via Indeed,"['7 hours ago', '85K to 125K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",7 hours ago,Full-time,True,00:28.9,85K to 125K,a year,105000,85000,125000,,105000,105000,"['tableau', 'sql', 'power_bi', 'python']"
4502,Business Data Analyst (Remote),Digital Strategy LLC,Anywhere,via Indeed,"['7 hours ago', '90K to 100K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",7 hours ago,Full-time,True,00:28.9,90K to 100K,a year,95000,90000,100000,,95000,95000,"['power_bi', 'excel', 'word', 'cognos', 'tableau']"
4503,Data Analyst - CRM,Cardinal Health,Anywhere,via Indeed,"['7 hours ago', '75.2K to 107K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",7 hours ago,Full-time,True,00:28.9,75.2K to 107K,a year,91100,75200,107000,,91100,91100,"['sql', 'alteryx', 'ssis']"
4504,Sr. Statistical Data Analyst,School District of Manatee County,United States,via Indeed,"['7 hours ago', '62,527 to 67,703 a year', 'Full-time', 'Health insurance']",7 hours ago,Full-time,False,00:28.9,62527 to 67703,a year,65115,62527,67703,,65115,65115,"['word', 'sql', 'spss', 'terminal', 'excel']"
4505,Sr IT Data Analyst (US),TD Bank,United States,via Indeed,"['7 hours ago', '66,560 to 109,720 a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",7 hours ago,Full-time,False,00:28.9,66560 to 109720,a year,88140,66560,109720,,88140,88140,"['sql', 'hadoop']"
4506,Data Analyst with heavy EXCEL experience (6 months / remote),GENUENT,Anywhere,via Indeed,"['8 hours ago', '50 an hour', 'Work from home', 'Contractor']",8 hours ago,Contractor,True,00:28.9,50,an hour,50,,,50,,104000,['excel']
4507,Senior Data Analyst,The State of Kansas,United States,via Indeed,"['8 hours ago', '66K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",8 hours ago,Full-time,False,00:28.9,66K,a year,66000,,,,66000,66000,['sql']
4508,"Manager, Risk Analyst/Risk Modeler (Data Science/Data Analyst",First Help Financial,Anywhere,via Indeed,"['8 hours ago', '134K a year', 'Work from home', 'Full-time', 'Health insurance', 'Paid time off']",8 hours ago,Full-time,True,00:28.9,134K,a year,134000,,,,134000,134000,"['sas', 'sql', 'r', 'python']"
4509,Data Analyst Community Data COVID-19,Sedgwick County,"Wichita, KS",via Indeed,"['8 hours ago', '21.01 an hour', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",8 hours ago,Full-time,False,00:28.9,21.01,an hour,21.01,,,21.01,,43700.8,"['sas', 'spss', 'excel']"
4515,Data Analyst- Tableau,iTalent Digital,Anywhere,via Indeed,"['8 hours ago', '40 to 42 an hour', 'Work from home', 'Contractor', 'Health insurance', 'Dental insurance', 'Paid time off']",8 hours ago,Contractor,True,00:30.3,40 to 42,an hour,41,40,42,41,,85280,"['excel', 'sql', 'tableau', 'powerpoint']"
4516,Data Analyst,"Computer Enterprises, Inc. (CEI)",Anywhere,via Indeed,"['8 hours ago', '60K to 80K a year', 'Work from home', 'Contractor', 'No degree mentioned', 'Health insurance', 'Dental insurance']",8 hours ago,Contractor,True,00:30.3,60K to 80K,a year,70000,60000,80000,,70000,70000,"['power_bi', 'excel', 'go', 'sql', 'r', 'tableau', 'python']"
4517,Data Analyst,Inciter,Anywhere,via Indeed,"['8 hours ago', '65K to 80K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",8 hours ago,Full-time,True,00:30.3,65K to 80K,a year,72500,65000,80000,,72500,72500,"['tableau', 'power_bi', 'sql', 'excel', 'python']"
4518,Data Analyst - Reverse Logistics,Cardinal Health,United States,via Indeed,"['8 hours ago', '75.2K to 107K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",8 hours ago,Full-time,False,00:30.3,75.2K to 107K,a year,91100,75200,107000,,91100,91100,"['excel', 'sql']"
4519,Data Analyst,TY Software,United States,via Indeed,"['8 hours ago', '30.00 to 57.41 an hour', 'Full-time']",8 hours ago,Full-time,False,00:30.3,30.00 to 57.41,an hour,43.705,30,57.41,43.705,,90906.4,['tableau']
4520,Entry Level Data Analyst,SynergisticIT,Anywhere,via Indeed,"['8 hours ago', '85,428.50 to 161,396.56 a year', 'Work from home', 'Full-time', 'Paid time off']",8 hours ago,Full-time,True,00:33.9,85428.50 to 161396.56,a year,123412.53,85428.5,161396.56,,123412.53,123412.53,"['javascript', 'c++', 'go', 'java', 'sql', 'tableau', 'python']"
4529,Supply Chain Data Analyst,Insight Global,Anywhere,via Indeed,"['9 hours ago', '45 to 65 an hour', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance']",9 hours ago,Full-time,True,00:33.9,45 to 65,an hour,55,45,65,55,,114400,"['alteryx', 'sql', 'sap', 'tableau', 'python']"
4530,Data Analyst,RZ Strategies Group,Anywhere,via Indeed,"['9 hours ago', '65 to 75 an hour', 'Work from home', 'Full-time']",9 hours ago,Full-time,True,00:35.9,65 to 75,an hour,70,65,75,70,,145600,"['excel', 'tableau', 'powerpoint', 'power_bi']"
4531,Information Protection Data Analyst,99One staffing,Anywhere,via Indeed,"['9 hours ago', '81K to 90K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",9 hours ago,Full-time,True,00:35.9,81K to 90K,a year,85500,81000,90000,,85500,85500,"['outlook', 'postgres', 'powershell', 'excel', 'sql', 'python', 'azure', 'powerpoint', 'power_bi']"
4532,Lead Data Analyst - Healthcare Financial Analytics - 100% Remote,BlueSky Technology Solutions,Anywhere,via Indeed,"['9 hours ago', '110K to 135K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",9 hours ago,Full-time,True,00:35.9,110K to 135K,a year,122500,110000,135000,,122500,122500,[]
4533,Business Data Analyst,Storm Search,Anywhere,via Indeed,"['9 hours ago', '60K to 99.5K a year', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",9 hours ago,Full-time,True,00:35.9,60K to 99.5K,a year,79750,60000,99500,,79750,79750,"['alteryx', 'mysql', 'power_bi', 'sql', 'sap', 'tableau', 'python']"
4552,Remote Data Analyst,"Insight Global, Inc.",United States,via Indeed,"['10 hours ago', '18 to 21 an hour', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance']",10 hours ago,Full-time,False,00:39.0,18 to 21,an hour,19.5,18,21,19.5,,40560,"['excel', 'sql']"
4553,Data Analyst,Harvey Nash,Anywhere,via Indeed,"['10 hours ago', '50 to 57 an hour', 'Work from home', 'Contractor']",10 hours ago,Contractor,True,00:39.0,50 to 57,an hour,53.5,50,57,53.5,,111280,"['excel', 'numpy', 'sql', 'pandas', 'tableau', 'python']"
4554,Data Analyst,UNIVERSAL Technologies,United States,via Indeed,"['10 hours ago', '80 to 90 an hour', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",10 hours ago,Full-time,False,00:39.0,80 to 90,an hour,85,80,90,85,,176800,"['excel', 'jira', 'sql']"
4555,PQI Data Analyst,SCO Family of Services,Anywhere,via Indeed,"['10 hours ago', '60K to 65K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",10 hours ago,Full-time,True,00:39.0,60K to 65K,a year,62500,60000,65000,,62500,62500,"['tableau', 'sas', 'visual_basic', 'powerpoint', 'word', 'sql', 'spss', 'power_bi', 'excel', 'r']"
4556,Data Analyst,Motionworks International,Anywhere,via Indeed,"['10 hours ago', '70K to 90K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",10 hours ago,Full-time,True,00:39.0,70K to 90K,a year,80000,70000,90000,,80000,80000,"['ggplot2', 'docker', 'tableau', 'postgresql', 'linux/unix', 'snowflake', 'redshift', 'bigquery', 'sql', 'gcp', 'matplotlib', 'airflow', 'python', 'aws']"
4557,Health Data Analyst Senior - Remote,Prime Therapeutics,Anywhere,via Indeed,"['10 hours ago', '82.2K to 123K a year', 'Work from home', 'Full-time']",10 hours ago,Full-time,True,00:39.0,82.2K to 123K,a year,102600,82200,123000,,102600,102600,['sas']
4566,Data Analyst - Remote Role,Suna Solutions,Anywhere,via Indeed,"['11 hours ago', '50 to 60 an hour', 'Work from home', 'Full-time']",11 hours ago,Full-time,True,00:26.6,50 to 60,an hour,55,50,60,55,,114400,"['postgres', 'jira', 'sharepoint', 'mongodb', 'snowflake', 'nosql', 'sql', 'redis', 'mysql']"
4567,Business and Data Analyst,"Eos Group, Inc",Anywhere,via Indeed,"['11 hours ago', '45K to 60K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",11 hours ago,Full-time,True,00:26.6,45K to 60K,a year,52500,45000,60000,,52500,52500,"['vba', 'sql', 'excel']"
4568,Data Analyst,"Pavone Marketing Group, Inc.",Anywhere,via Indeed,"['11 hours ago', '55K to 65K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",11 hours ago,Full-time,True,00:26.6,55K to 65K,a year,60000,55000,65000,,60000,60000,"['terminal', 'r', 'tableau', 'python', 'power_bi']"
4569,Data Manufacturing Analyst,Hill's Pet Nutrition,"Topeka, KS",via Indeed,"['11 hours ago', '68,880 to 101,220 a year', 'Full-time', 'Health insurance']",11 hours ago,Full-time,False,00:26.6,68880 to 101220,a year,85050,68880,101220,,85050,85050,"['sap', 'excel']"
4576,Medicare Data Analyst,Medasource,Anywhere,via Indeed,"['12 hours ago', '30 to 40 an hour', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance']",12 hours ago,Full-time,True,00:28.1,30 to 40,an hour,35,30,40,35,,72800,"['sas', 'powerpoint', 'word', 'sql', 'excel']"
4577,Data Analyst/Engineer,NESC Staffing,United States,via Indeed,"['12 hours ago', '37 to 46 an hour', 'Contractor']",12 hours ago,Contractor,False,00:28.1,37 to 46,an hour,41.5,37,46,41.5,,86320,"['outlook', 'sharepoint', 'excel', 'powerpoint']"
4578,DATA ANALYST,MARVEL TECHNOLOGIES INC,Anywhere,via Indeed,"['12 hours ago', '45 to 50 an hour', 'Work from home', 'Full-time']",12 hours ago,Full-time,True,00:28.1,45 to 50,an hour,47.5,45,50,47.5,,98800,['sql']
4579,Remote* Clinical Data Analyst,Actalent,Anywhere,via Indeed,"['12 hours ago', '50 to 65 an hour', 'Work from home', 'Full-time']",12 hours ago,Full-time,True,00:28.1,50 to 65,an hour,57.5,50,65,57.5,,119600,"['power_bi', 'excel', 'sql']"
4580,Data Analyst || Analytics Consultant,DISYS,Anywhere,via Indeed,"['12 hours ago', '52 to 54 an hour', 'Work from home', 'Full-time', 'No degree mentioned']",12 hours ago,Full-time,True,00:28.1,52 to 54,an hour,53,52,54,53,,110240,"['sas', 'sql', 'tableau']"
4581,Data Analyst,Servsys,Anywhere,via Indeed,"['12 hours ago', '60 to 70 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",12 hours ago,Contractor,True,00:28.1,60 to 70,an hour,65,60,70,65,,135200,"['excel', 'sql']"
4582,Sr Data Analyst,snappyhire,Anywhere,via Indeed,"['12 hours ago', '65 to 70 an hour', 'Work from home', 'Full-time', 'No degree mentioned']",12 hours ago,Full-time,True,00:28.1,65 to 70,an hour,67.5,65,70,67.5,,140400,"['sql', 'pl/sql']"
4583,Business Data Analyst,First Notch Technology,Anywhere,via Indeed,"['12 hours ago', '50K to 60K a year', 'Work from home', 'Contractor', 'No degree mentioned']",12 hours ago,Contractor,True,00:28.1,50K to 60K,a year,55000,50000,60000,,55000,55000,['sql']
4584,Clinical Data Analyst,Net2Aspire,Anywhere,via Indeed,"['12 hours ago', '65K to 80K a year', 'Work from home', 'Contractor', 'No degree mentioned']",12 hours ago,Contractor,True,00:28.1,65K to 80K,a year,72500,65000,80000,,72500,72500,"['shell', 'sas', 'r', 'python']"
4585,Healthcare Data Analyst,Net2Aspire,Anywhere,via Indeed,"['12 hours ago', '65K to 80K a year', 'Work from home', 'Contractor', 'No degree mentioned']",12 hours ago,Contractor,True,00:29.8,65K to 80K,a year,72500,65000,80000,,72500,72500,"['sas', 'sql']"
4586,Data Analyst and Converter,Rural Computer Consultants,Anywhere,via Indeed,"['12 hours ago', '60K to 100K a year', 'Work from home', 'Full-time', 'Health insurance', 'Paid time off']",12 hours ago,Full-time,True,00:29.8,60K to 100K,a year,80000,60000,100000,,80000,80000,"['excel', 'sql', 'power_bi']"
4597,Data Analyst,Insight Global,Anywhere,via Indeed,"['13 hours ago', '30 to 40 an hour', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",13 hours ago,Full-time,True,00:32.6,30 to 40,an hour,35,30,40,35,,72800,[]
4598,Healthcare Data Analyst,Tech Observer,Anywhere,via Indeed,"['13 hours ago', '40 to 43 an hour', 'Work from home', 'Full-time']",13 hours ago,Full-time,True,00:32.6,40 to 43,an hour,41.5,40,43,41.5,,86320,"['sas', 'r']"
4599,Data Analyst,TheHive,Anywhere,via Indeed,"['13 hours ago', '40 to 70 an hour', 'Work from home', 'Full-time']",13 hours ago,Full-time,True,00:32.6,40 to 70,an hour,55,40,70,55,,114400,[]
4600,QNXT Data Analyst,Tekshapers Inc,Anywhere,via Indeed,"['13 hours ago', '55 to 60 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",13 hours ago,Contractor,True,00:32.6,55 to 60,an hour,57.5,55,60,57.5,,119600,['sql']
4601,Data Analyst,"Esolvit Inc.,",Anywhere,via Indeed,"['13 hours ago', '60 to 70 an hour', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance']",13 hours ago,Full-time,True,00:32.6,60 to 70,an hour,65,60,70,65,,135200,"['sql', 'azure']"
4602,Data Analyst (Market Research),Harnham,Anywhere,via Indeed,"['13 hours ago', '60 to 80 an hour', 'Work from home', 'Contractor']",13 hours ago,Contractor,True,00:32.6,60 to 80,an hour,70,60,80,70,,145600,"['spreadsheet', 'power_bi', 'excel', 'sas', 'sql', 'r', 'snowflake', 'tableau']"
4603,Data Analyst,Zelis,Anywhere,via Indeed,"['13 hours ago', '90K to 100K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",13 hours ago,Full-time,True,00:32.6,90K to 100K,a year,95000,90000,100000,,95000,95000,"['git', 'jira', 'nosql', 'sql']"
